"Story","Title","Result","Date","Stability","Duration (s)"
"Purchase of a Samsung Galaxy S6 in Demoblaze web","Buy samsung","SUCCESS","2023-05-04T11:57:58.6521614-05:00[America/Bogota]","0.0","2.99"
