"Story","Title","Result","Date","Stability","Duration (s)"
"Purchase of a Samsung Galaxy S6 in Demoblaze web","Buy samsung","PENDING","2023-02-24T23:49:33.7309211-05:00[America/Bogota]","0.0","27.24"
