"Story","Title","Result","Date","Stability","Duration (s)"
"Purchase of a Samsung Galaxy S6 in Demoblaze web","Buy samsung","FAILURE","2023-02-25T00:17:00.7507233-05:00[America/Bogota]","0.0","30.78"
