"Story","Title","Result","Date","Stability","Duration (s)"
"Purchase of a Samsung Galaxy S6 in Demoblaze web","Buy samsung","SUCCESS","2023-02-25T00:18:13.040747-05:00[America/Bogota]","0.0","38.08"
