"Story","Title","Result","Date","Stability","Duration (s)"
"Purchase of a Samsung Galaxy S6 in Demoblaze web","Buy samsung","IGNORED","2023-05-04T11:52:28.5022819-05:00[America/Bogota]","0.0","1.33"
