"Story","Title","Result","Date","Stability","Duration (s)"
"Purchase of a Samsung Galaxy S6 in Demoblaze web","Buy samsung","ERROR","2023-02-24T20:20:44.4120203-05:00[America/Bogota]","0.0","7.5"
